t              pw-in-box.fdtd_after_Ex_3_3_5.dat       incid
   0.19720531874156677E-008  -0.258601722E-004   0.972246528E+000
   0.19874598529423526E-008   0.868236675E-004   0.992736936E+000
   0.20028665184690375E-008   0.188848819E-003   0.999990880E+000
   0.20182731839957224E-008   0.272746722E-003   0.993715525E+000
   0.20336798495224073E-008   0.332917232E-003   0.974164605E+000
   0.20490865150490922E-008   0.366944383E-003   0.942120671E+000
   0.20644931805757771E-008   0.374226045E-003   0.898845315E+000
   0.20798998461024620E-008   0.356782577E-003   0.845994592E+000
   0.20953065116291469E-008   0.318984239E-003   0.785514474E+000
   0.21107131771558318E-008   0.266043819E-003   0.719523549E+000
   0.21261198426825167E-008   0.204313212E-003   0.650189519E+000
   0.21415265082092017E-008   0.139449112E-003   0.579614162E+000
   0.21569331737358866E-008   0.772835119E-004   0.509732306E+000
   0.21723398392625715E-008   0.222518247E-004   0.442231268E+000
   0.21877465047892564E-008  -0.222949384E-004   0.378495634E+000
   0.22031531703159413E-008  -0.552357960E-004   0.319577694E+000
   0.22185598358426262E-008  -0.763631833E-004   0.266192645E+000
   0.22339665013693111E-008  -0.869646174E-004   0.218735814E+000
   0.22493731668959960E-008  -0.887585484E-004   0.177315980E+000
   0.22647798324226809E-008  -0.836812178E-004   0.141801149E+000
   0.22801864979493658E-008  -0.739098250E-004   0.111870624E+000
   0.22955931634760507E-008  -0.614810124E-004   0.870675743E-001
   0.23109998290027356E-008  -0.483357799E-004   0.668498725E-001
   0.23264064945294205E-008  -0.358374637E-004   0.506350361E-001
   0.23418131600561054E-008  -0.248738434E-004   0.378357284E-001
   0.23572198255827903E-008  -0.158617040E-004   0.278906375E-001
   0.23726264911094752E-008  -0.896365054E-005   0.202824194E-001
   0.23880331566361601E-008  -0.398144493E-005   0.145507343E-001
   0.24034398221628450E-008  -0.586901706E-006   0.102980137E-001
   0.24188464876895299E-008   0.152689267E-005   0.718997372E-002
   0.24342531532162148E-008   0.262694130E-005   0.495227659E-002
   0.24496598187428997E-008   0.301203136E-005   0.336500420E-002
   0.24650664842695846E-008   0.301744490E-005   0.225566467E-002
   0.24804731497962695E-008   0.290418802E-005   0.149163278E-002
   0.24958798153229544E-008   0.280350537E-005   0.973094080E-003
   0.25112864808496393E-008   0.275530897E-005   0.626258785E-003
   0.25266931463763243E-008   0.278093057E-005   0.397608936E-003
   0.25420998119030092E-008   0.287671151E-005   0.249035453E-003
   0.25575064774296941E-008   0.299254816E-005   0.153876652E-003
   0.25729131429563790E-008   0.308183894E-005   0.937966834E-004
   0.25883198084830639E-008   0.316252135E-005   0.564033180E-004
   0.26037264740097488E-008   0.327495832E-005   0.334602191E-004
   0.26191331395364337E-008   0.339332973E-005   0.195819503E-004
   0.26345398050631186E-008   0.343541956E-005   0.113054730E-004
   0.26499464705898035E-008   0.335699474E-005   0.643905332E-005
   0.26653531361164884E-008   0.319361402E-005   0.361794127E-005
   0.26807598016431733E-008   0.300922216E-005   0.200540853E-005
   0.26961664671698582E-008   0.283571126E-005   0.109661028E-005
   0.27115731326965431E-008   0.266574011E-005   0.591567414E-006
   0.27269797982232280E-008   0.248010883E-005   0.314816617E-006
   0.27423864637499129E-008   0.226905581E-005   0.165279815E-006
   0.27577931292765978E-008   0.203653940E-005   0.856020321E-007
   0.27731997948032827E-008   0.180051495E-005   0.437370566E-007
   0.27886064603299676E-008   0.159176386E-005   0.220457252E-007
   0.28040131258566525E-008   0.143589523E-005   0.109623963E-007
   0.28194197913833374E-008   0.132462310E-005   0.537747713E-008
   0.28348264569100223E-008   0.121617143E-005   0.260235233E-008
   0.28502331224367072E-008   0.107780818E-005   0.124238209E-008
   0.28656397879633921E-008   0.921779247E-006   0.585119619E-009
   0.28810464534900770E-008   0.789035767E-006   0.271859757E-009
   0.28964531190167619E-008   0.703219825E-006   0.124608143E-009
   0.29118597845434468E-008   0.650164907E-006   0.563440301E-010
   0.29272664500701318E-008   0.598276756E-006   0.251339592E-010
   0.29426731155968167E-008   0.527871464E-006   0.110605015E-010
   0.29580797811235016E-008   0.440120914E-006   0.480162481E-011
   0.29734864466501865E-008   0.349525465E-006   0.205645570E-011
   0.29888931121768714E-008   0.275710391E-006   0.868840969E-012
   0.30042997777035563E-008   0.233409992E-006   0.362130980E-012
   0.30197064432302412E-008   0.216917996E-006   0.148903283E-012
   0.30351131087569261E-008   0.197750779E-006   0.604008353E-013
   0.30505197742836110E-008   0.150907383E-006   0.241701987E-013
   0.30659264398102959E-008   0.832571061E-007   0.954182869E-014
   0.30813331053369808E-008   0.258518149E-007   0.371605975E-014
   0.30967397708636657E-008  -0.591562355E-009   0.142768335E-014
   0.31121464363903506E-008  -0.354454133E-008   0.541123134E-015
   0.31275531019170355E-008  -0.501216313E-008   0.202329688E-015
   0.31429597674437204E-008  -0.207585256E-007   0.746312326E-016
   0.31583664329704053E-008  -0.526851025E-007   0.271579972E-016
   0.31737730984970902E-008  -0.912512093E-007   0.974930456E-017
   0.31891797640237751E-008  -0.120993377E-006   0.345260183E-017
   0.32045864295504600E-008  -0.129930513E-006   0.120624771E-017
   0.32199930950771449E-008  -0.120619433E-006   0.415742863E-018
   0.32353997606038298E-008  -0.111490479E-006   0.141354439E-018
   0.32508064261305147E-008  -0.121536175E-006   0.474146293E-019
   0.32662130916571996E-008  -0.151036843E-006   0.156896436E-019
   0.32816197571838845E-008  -0.180536546E-006   0.512164628E-020
   0.32970264227105694E-008  -0.190934870E-006   0.164939764E-020
   0.33124330882372544E-008  -0.181774027E-006   0.524008720E-021
   0.33278397537639393E-008  -0.168573209E-006   0.164227840E-021
   0.33432464192906242E-008  -0.166584798E-006   0.507779920E-022
   0.33586530848173091E-008  -0.179693416E-006   0.154882031E-022
   0.33740597503439940E-008  -0.200570781E-006   0.466037763E-023
   0.33894664158706789E-008  -0.216710262E-006   0.138344785E-023
   0.34048730813973638E-008  -0.218351232E-006   0.405135887E-024
   0.34202797469240487E-008  -0.206114919E-006   0.117039508E-024
   0.34356864124507336E-008  -0.192469102E-006   0.333570173E-025
   0.34510930779774185E-008  -0.192215140E-006   0.937858935E-026
   0.34664997435041034E-008  -0.208289364E-006   0.260124361E-026
   0.34819064090307883E-008  -0.227788476E-006   0.711798141E-027
   0.34973130745574732E-008  -0.234464366E-006   0.192137199E-027
   0.35127197400841581E-008  -0.224853409E-006   0.511642549E-028
   0.35281264056108430E-008  -0.210365698E-006   0.134414894E-028
   0.35435330711375279E-008  -0.204749654E-006   0.348355362E-029
   0.35589397366642128E-008  -0.212183295E-006   0.890613765E-030
   0.35743464021908977E-008  -0.226322058E-006   0.224637981E-030
   0.35897530677175826E-008  -0.236832008E-006   0.558947152E-031
   0.36051597332442675E-008  -0.236476822E-006   0.137198470E-031
   0.36205663987709524E-008  -0.225961998E-006   0.332249989E-032
   0.36359730642976373E-008  -0.214307875E-006   0.793699388E-033
   0.36513797298243222E-008  -0.212306944E-006   0.187045040E-033
   0.36667863953510071E-008  -0.222647458E-006   0.434876689E-034
   0.36821930608776920E-008  -0.236468125E-006   0.997421019E-035
   0.36975997264043770E-008  -0.241449641E-006   0.225673338E-035
   0.37130063919310619E-008  -0.233863872E-006   0.506626344E-036
   0.37284130574577468E-008  -0.221755897E-006   0.112230891E-036
   0.37438197229844317E-008  -0.216295675E-006   0.245294101E-037
   0.37592263885111166E-008  -0.221401407E-006   0.000000000E+000
   0.37746330540378015E-008  -0.231858792E-006   0.000000000E+000
   0.37900397195644864E-008  -0.239244258E-006   0.000000000E+000
   0.38054463850911713E-008  -0.238413136E-006   0.000000000E+000
   0.38208530506178562E-008  -0.230413008E-006   0.000000000E+000
   0.38362597161445411E-008  -0.221673787E-006   0.000000000E+000
   0.38516663816712260E-008  -0.219627466E-006   0.000000000E+000
   0.38670730471979109E-008  -0.226476757E-006   0.000000000E+000
   0.38824797127245958E-008  -0.236455605E-006   0.000000000E+000
   0.38978863782512807E-008  -0.240614185E-006   0.000000000E+000
   0.39132930437779656E-008  -0.235365462E-006   0.000000000E+000
   0.39286997093046505E-008  -0.225950302E-006   0.000000000E+000
   0.39441063748313354E-008  -0.221044502E-006   0.000000000E+000
   0.39595130403580203E-008  -0.224453757E-006   0.000000000E+000
   0.39749197058847052E-008  -0.232439007E-006   0.000000000E+000
   0.39903263714113901E-008  -0.238146953E-006   0.000000000E+000
   0.40057330369380750E-008  -0.237487512E-006   0.000000000E+000
   0.40211397024647599E-008  -0.231491669E-006   0.000000000E+000
   0.40365463679914448E-008  -0.224960644E-006   0.000000000E+000
   0.40519530335181297E-008  -0.223122399E-006   0.000000000E+000
   0.40673596990448146E-008  -0.227718544E-006   0.000000000E+000
   0.40827663645714996E-008  -0.235039465E-006   0.000000000E+000
   0.40981730300981845E-008  -0.238626399E-006   0.000000000E+000
   0.41135796956248694E-008  -0.235214088E-006   0.000000000E+000
   0.41289863611515543E-008  -0.228046744E-006   0.000000000E+000
   0.41443930266782392E-008  -0.223735512E-006   0.000000000E+000
   0.41597996922049241E-008  -0.225866884E-006   0.000000000E+000
   0.41752063577316090E-008  -0.232020838E-006   0.000000000E+000
   0.41906130232582939E-008  -0.236681203E-006   0.000000000E+000
   0.42060196887849788E-008  -0.236301631E-006   0.000000000E+000
   0.42214263543116637E-008  -0.231700554E-006   0.000000000E+000
   0.42368330198383486E-008  -0.226735580E-006   0.000000000E+000
   0.42522396853650335E-008  -0.225274619E-006   0.000000000E+000
   0.42676463508917184E-008  -0.228486186E-006   0.000000000E+000
   0.42830530164184033E-008  -0.233810979E-006   0.000000000E+000
   0.42984596819450882E-008  -0.236713390E-006   0.000000000E+000
   0.43138663474717731E-008  -0.234562677E-006   0.000000000E+000
   0.43292730129984580E-008  -0.229274832E-006   0.000000000E+000
   0.43446796785251429E-008  -0.225675606E-006   0.000000000E+000
   0.43600863440518278E-008  -0.226901065E-006   0.000000000E+000
   0.43754930095785127E-008  -0.231546466E-006   0.000000000E+000
   0.43908996751051976E-008  -0.235336657E-006   0.000000000E+000
   0.44063063406318825E-008  -0.235211147E-006   0.000000000E+000
   0.44217130061585674E-008  -0.231692880E-006   0.000000000E+000
   0.44371196716852523E-008  -0.227891846E-006   0.000000000E+000
   0.44525263372119372E-008  -0.226784678E-006   0.000000000E+000
   0.44679330027386222E-008  -0.229104472E-006   0.000000000E+000
   0.44833396682653071E-008  -0.232944302E-006   0.000000000E+000
   0.44987463337919920E-008  -0.235148491E-006   0.000000000E+000
   0.45141529993186769E-008  -0.233802979E-006   0.000000000E+000
   0.45295596648453618E-008  -0.230029940E-006   0.000000000E+000
   0.45449663303720467E-008  -0.227184330E-006   0.000000000E+000
   0.45603729958987316E-008  -0.227793450E-006   0.000000000E+000
   0.45757796614254165E-008  -0.231174013E-006   0.000000000E+000
   0.45911863269521014E-008  -0.234191390E-006   0.000000000E+000
   0.46065929924787863E-008  -0.234290951E-006   0.000000000E+000
   0.46219996580054712E-008  -0.231671905E-006   0.000000000E+000
   0.46374063235321561E-008  -0.228743716E-006   0.000000000E+000
   0.46528129890588410E-008  -0.227865797E-006   0.000000000E+000
   0.46682196545855259E-008  -0.229560200E-006   0.000000000E+000
   0.46836263201122108E-008  -0.232353003E-006   0.000000000E+000
   0.46990329856388957E-008  -0.233988089E-006   0.000000000E+000
   0.47144396511655806E-008  -0.233132226E-006   0.000000000E+000
   0.47298463166922655E-008  -0.230485540E-006   0.000000000E+000
   0.47452529822189504E-008  -0.228321966E-006   0.000000000E+000
   0.47606596477456353E-008  -0.228547194E-006   0.000000000E+000
   0.47760663132723202E-008  -0.230923433E-006   0.000000000E+000
   0.47914729787990051E-008  -0.233273681E-006   0.000000000E+000
   0.48068796443256900E-008  -0.233546757E-006   0.000000000E+000
   0.48222863098523749E-008  -0.231664245E-006   0.000000000E+000
   0.48376929753790598E-008  -0.229397699E-006   0.000000000E+000
   0.48530996409057447E-008  -0.228643430E-006   0.000000000E+000
   0.48685063064324297E-008  -0.229867879E-006   0.000000000E+000
   0.48839129719591146E-008  -0.231941584E-006   0.000000000E+000
   0.48993196374857995E-008  -0.233174873E-006   0.000000000E+000
   0.49147263030124844E-008  -0.232614795E-006   0.000000000E+000
   0.49301329685391693E-008  -0.230745613E-006   0.000000000E+000
   0.49455396340658542E-008  -0.229131828E-006   0.000000000E+000
   0.49609462995925391E-008  -0.229156171E-006   0.000000000E+000
   0.49763529651192240E-008  -0.230793816E-006   0.000000000E+000
   0.49917596306459089E-008  -0.232582124E-006   0.000000000E+000
   0.50071662961725938E-008  -0.232945951E-006   0.000000000E+000
   0.50225729616992787E-008  -0.231640101E-006   0.000000000E+000
   0.50379796272259636E-008  -0.229898149E-006   0.000000000E+000
   0.50533862927526485E-008  -0.229224099E-006   0.000000000E+000
   0.50687929582793334E-008  -0.230082293E-006   0.000000000E+000
   0.50841996238060183E-008  -0.231643810E-006   0.000000000E+000
   0.50996062893327032E-008  -0.232603696E-006   0.000000000E+000
   0.51150129548593881E-008  -0.232235152E-006   0.000000000E+000
   0.51304196203860730E-008  -0.230891828E-006   0.000000000E+000
   0.51458262859127579E-008  -0.229691636E-006   0.000000000E+000
   0.51612329514394428E-008  -0.229630189E-006   0.000000000E+000
   0.51766396169661277E-008  -0.230753486E-006   0.000000000E+000
   0.51920462824928126E-008  -0.232084631E-006   0.000000000E+000
   0.52074529480194975E-008  -0.232462511E-006   0.000000000E+000
   0.52228596135461824E-008  -0.231586668E-006   0.000000000E+000
   0.52382662790728673E-008  -0.230273415E-006   0.000000000E+000
   0.52536729445995523E-008  -0.229675379E-006   0.000000000E+000
   0.52690796101262372E-008  -0.230246741E-006   0.000000000E+000
   0.52844862756529221E-008  -0.231420515E-006   0.000000000E+000
   0.52998929411796070E-008  -0.232188270E-006   0.000000000E+000
   0.53152996067062919E-008  -0.231959604E-006   0.000000000E+000
   0.53307062722329768E-008  -0.230981271E-006   0.000000000E+000
   0.53461129377596617E-008  -0.230078285E-006   0.000000000E+000
   0.53615196032863466E-008  -0.229984153E-006   0.000000000E+000
   0.53769262688130315E-008  -0.230760079E-006   0.000000000E+000
   0.53923329343397164E-008  -0.231740756E-006   0.000000000E+000
   0.54077395998664013E-008  -0.232086506E-006   0.000000000E+000
   0.54231462653930862E-008  -0.231512360E-006   0.000000000E+000
   0.54385529309197711E-008  -0.230541772E-006   0.000000000E+000
   0.54539595964464560E-008  -0.230027553E-006   0.000000000E+000
   0.54693662619731409E-008  -0.230384956E-006   0.000000000E+000
   0.54847729274998258E-008  -0.231256209E-006   0.000000000E+000
   0.55001795930265107E-008  -0.231877920E-006   0.000000000E+000
   0.55155862585531956E-008  -0.231755664E-006   0.000000000E+000
   0.55309929240798805E-008  -0.231040445E-006   0.000000000E+000
   0.55463995896065654E-008  -0.230348974E-006   0.000000000E+000
   0.55618062551332503E-008  -0.230241838E-006   0.000000000E+000
   0.55772129206599352E-008  -0.230784366E-006   0.000000000E+000
   0.55926195861866201E-008  -0.231509503E-006   0.000000000E+000
   0.56080262517133050E-008  -0.231805998E-006   0.000000000E+000
   0.56234329172399899E-008  -0.231431727E-006   0.000000000E+000
   0.56388395827666749E-008  -0.230722378E-006   0.000000000E+000
   0.56542462482933598E-008  -0.230296067E-006   0.000000000E+000
   0.56696529138200447E-008  -0.230506515E-006   0.000000000E+000
   0.56850595793467296E-008  -0.231143318E-006   0.000000000E+000
   0.57004662448734145E-008  -0.231644066E-006   0.000000000E+000
   0.57158729104000994E-008  -0.231598037E-006   0.000000000E+000
   0.57312795759267843E-008  -0.231078545E-006   0.000000000E+000
   0.57466862414534692E-008  -0.230542682E-006   0.000000000E+000
   0.57620929069801541E-008  -0.230430331E-006   0.000000000E+000
   0.57774995725068390E-008  -0.230812404E-006   0.000000000E+000
   0.57929062380335239E-008  -0.231354178E-006   0.000000000E+000
   0.58083129035602088E-008  -0.231601476E-006   0.000000000E+000
   0.58237195690868937E-008  -0.231356239E-006   0.000000000E+000
   0.58391262346135786E-008  -0.230838495E-006   0.000000000E+000
   0.58545329001402635E-008  -0.230495147E-006   0.000000000E+000
   0.58699395656669484E-008  -0.230612486E-006   0.000000000E+000
   0.58853462311936333E-008  -0.231072590E-006   0.000000000E+000
   0.59007528967203182E-008  -0.231469429E-006   0.000000000E+000
   0.59161595622470031E-008  -0.231471404E-006   0.000000000E+000
   0.59315662277736880E-008  -0.231098923E-006   0.000000000E+000
   0.59469728933003729E-008  -0.230683710E-006   0.000000000E+000
   0.59623795588270578E-008  -0.230571956E-006   0.000000000E+000
   0.59777862243537427E-008  -0.230839746E-006   0.000000000E+000
   0.59931928898804276E-008  -0.231247768E-006   0.000000000E+000
   0.60085995554071125E-008  -0.231452546E-006   0.000000000E+000
   0.60240062209337975E-008  -0.231291594E-006   0.000000000E+000
   0.60394128864604824E-008  -0.230911979E-006   0.000000000E+000
   0.60548195519871673E-008  -0.230639913E-006   0.000000000E+000
   0.60702262175138522E-008  -0.230701303E-006   0.000000000E+000
   0.60856328830405371E-008  -0.231032033E-006   0.000000000E+000
   0.61010395485672220E-008  -0.231341431E-006   0.000000000E+000
   0.61164462140939069E-008  -0.231369143E-006   0.000000000E+000
   0.61318528796205918E-008  -0.231105474E-006   0.000000000E+000
   0.61472595451472767E-008  -0.230786313E-006   0.000000000E+000
   0.61626662106739616E-008  -0.230680911E-006   0.000000000E+000
   0.61780728762006465E-008  -0.230865865E-006   0.000000000E+000
   0.61934795417273314E-008  -0.231173274E-006   0.000000000E+000
   0.62088862072540163E-008  -0.231342398E-006   0.000000000E+000
   0.62242928727807012E-008  -0.231238559E-006   0.000000000E+000
   0.62396995383073861E-008  -0.230959117E-006   0.000000000E+000
   0.62551062038340710E-008  -0.230744533E-006   0.000000000E+000
   0.62705128693607559E-008  -0.230772642E-006   0.000000000E+000
   0.62859195348874408E-008  -0.231010588E-006   0.000000000E+000
   0.63013262004141257E-008  -0.231249444E-006   0.000000000E+000
   0.63167328659408106E-008  -0.231287913E-006   0.000000000E+000
   0.63321395314674955E-008  -0.231102661E-006   0.000000000E+000
   0.63475461969941804E-008  -0.230859712E-006   0.000000000E+000
   0.63629528625208653E-008  -0.230765195E-006   0.000000000E+000
   0.63783595280475502E-008  -0.230890834E-006   0.000000000E+000
   0.63937661935742351E-008  -0.231121390E-006   0.000000000E+000
   0.64091728591009200E-008  -0.231259961E-006   0.000000000E+000
   0.64245795246276050E-008  -0.231195131E-006   0.000000000E+000
   0.64399861901542899E-008  -0.230989485E-006   0.000000000E+000
   0.64553928556809748E-008  -0.230820703E-006   0.000000000E+000
   0.64707995212076597E-008  -0.230828931E-006   0.000000000E+000
   0.64862061867343446E-008  -0.231000286E-006   0.000000000E+000
   0.65016128522610295E-008  -0.231183847E-006   0.000000000E+000
   0.65170195177877144E-008  -0.231224675E-006   0.000000000E+000
   0.65324261833143993E-008  -0.231094930E-006   0.000000000E+000
   0.65478328488410842E-008  -0.230911326E-006   0.000000000E+000
   0.65632395143677691E-008  -0.230830054E-006   0.000000000E+000
   0.65786461798944540E-008  -0.230914168E-006   0.000000000E+000
   0.65940528454211389E-008  -0.231085806E-006   0.000000000E+000
   0.66094595109478238E-008  -0.231197845E-006   0.000000000E+000
   0.66248661764745087E-008  -0.231159291E-006   0.000000000E+000
   0.66402728420011936E-008  -0.231008684E-006   0.000000000E+000
   0.66556795075278785E-008  -0.230876694E-006   0.000000000E+000
   0.66710861730545634E-008  -0.230873326E-006   0.000000000E+000
   0.66864928385812483E-008  -0.230996250E-006   0.000000000E+000
   0.67018995041079332E-008  -0.231136809E-006   0.000000000E+000
   0.67173061696346181E-008  -0.231175974E-006   0.000000000E+000
   0.67327128351613030E-008  -0.231085423E-006   0.000000000E+000
   0.67481195006879879E-008  -0.230947151E-006   0.000000000E+000
   0.67635261662146728E-008  -0.230879238E-006   0.000000000E+000
